% Loop // Vpre / V 	0.905000	0.906000	0.907000

1.00000E+0	3.62079E-10	3.72080E-10	3.69857E-10
2.00000E+0	3.60032E-10	3.62780E-10	3.69560E-10
3.00000E+0	3.65401E-10	3.70365E-10	3.70643E-10
4.00000E+0	3.67425E-10	3.64916E-10	3.64981E-10
5.00000E+0	3.70130E-10	3.66794E-10	3.66732E-10
6.00000E+0	3.61709E-10	3.63417E-10	3.65710E-10
7.00000E+0	3.65136E-10	3.65670E-10	3.65138E-10
8.00000E+0	3.69627E-10	3.67089E-10	3.66310E-10
9.00000E+0	3.66817E-10	3.64173E-10	3.71773E-10
1.00000E+1	3.68587E-10	3.55248E-10	3.61918E-10
1.10000E+1	3.60944E-10	3.69506E-10	3.60898E-10
1.20000E+1	3.72039E-10	3.66017E-10	3.62947E-10
1.30000E+1	3.61800E-10	3.64548E-10	3.64074E-10
1.40000E+1	3.63855E-10	3.65455E-10	3.61576E-10
1.50000E+1	3.60002E-10	3.62587E-10	3.59697E-10
1.60000E+1	3.63884E-10	3.62580E-10	3.69831E-10
1.70000E+1	3.66394E-10	3.69439E-10	3.62587E-10
1.80000E+1	3.59059E-10	3.62588E-10	3.61932E-10
1.90000E+1	3.69725E-10	3.67461E-10	3.67650E-10
2.00000E+1	3.70494E-10	3.63598E-10	3.67754E-10
2.10000E+1	       NaN	       NaN	       NaN
2.20000E+1	       NaN	       NaN	       NaN
2.30000E+1	       NaN	       NaN	       NaN
2.40000E+1	       NaN	       NaN	       NaN
2.50000E+1	       NaN	       NaN	       NaN
2.60000E+1	       NaN	       NaN	       NaN
2.70000E+1	       NaN	       NaN	       NaN
2.80000E+1	       NaN	       NaN	       NaN
2.90000E+1	       NaN	       NaN	       NaN
3.00000E+1	       NaN	       NaN	       NaN
3.10000E+1	       NaN	       NaN	       NaN
3.20000E+1	       NaN	       NaN	       NaN
3.30000E+1	       NaN	       NaN	       NaN
3.40000E+1	       NaN	       NaN	       NaN
3.50000E+1	       NaN	       NaN	       NaN
3.60000E+1	       NaN	       NaN	       NaN
3.70000E+1	       NaN	       NaN	       NaN
3.80000E+1	       NaN	       NaN	       NaN
3.90000E+1	       NaN	       NaN	       NaN
4.00000E+1	       NaN	       NaN	       NaN
4.10000E+1	       NaN	       NaN	       NaN
4.20000E+1	       NaN	       NaN	       NaN
4.30000E+1	       NaN	       NaN	       NaN
4.40000E+1	       NaN	       NaN	       NaN
4.50000E+1	       NaN	       NaN	       NaN
4.60000E+1	       NaN	       NaN	       NaN
4.70000E+1	       NaN	       NaN	       NaN
4.80000E+1	       NaN	       NaN	       NaN
4.90000E+1	       NaN	       NaN	       NaN
5.00000E+1	       NaN	       NaN	       NaN
5.10000E+1	       NaN	       NaN	       NaN
5.20000E+1	       NaN	       NaN	       NaN
5.30000E+1	       NaN	       NaN	       NaN
5.40000E+1	       NaN	       NaN	       NaN
5.50000E+1	       NaN	       NaN	       NaN
5.60000E+1	       NaN	       NaN	       NaN
5.70000E+1	       NaN	       NaN	       NaN
5.80000E+1	       NaN	       NaN	       NaN
5.90000E+1	       NaN	       NaN	       NaN
6.00000E+1	       NaN	       NaN	       NaN
6.10000E+1	       NaN	       NaN	       NaN
6.20000E+1	       NaN	       NaN	       NaN
6.30000E+1	       NaN	       NaN	       NaN
6.40000E+1	       NaN	       NaN	       NaN
6.50000E+1	       NaN	       NaN	       NaN
6.60000E+1	       NaN	       NaN	       NaN
6.70000E+1	       NaN	       NaN	       NaN
6.80000E+1	       NaN	       NaN	       NaN
6.90000E+1	       NaN	       NaN	       NaN
7.00000E+1	       NaN	       NaN	       NaN
7.10000E+1	       NaN	       NaN	       NaN
7.20000E+1	       NaN	       NaN	       NaN
7.30000E+1	       NaN	       NaN	       NaN
7.40000E+1	       NaN	       NaN	       NaN
7.50000E+1	       NaN	       NaN	       NaN
7.60000E+1	       NaN	       NaN	       NaN
7.70000E+1	       NaN	       NaN	       NaN
7.80000E+1	       NaN	       NaN	       NaN
7.90000E+1	       NaN	       NaN	       NaN
8.00000E+1	       NaN	       NaN	       NaN
8.10000E+1	       NaN	       NaN	       NaN
8.20000E+1	       NaN	       NaN	       NaN
8.30000E+1	       NaN	       NaN	       NaN
8.40000E+1	       NaN	       NaN	       NaN
8.50000E+1	       NaN	       NaN	       NaN
8.60000E+1	       NaN	       NaN	       NaN
8.70000E+1	       NaN	       NaN	       NaN
8.80000E+1	       NaN	       NaN	       NaN
8.90000E+1	       NaN	       NaN	       NaN
9.00000E+1	       NaN	       NaN	       NaN
9.10000E+1	       NaN	       NaN	       NaN
9.20000E+1	       NaN	       NaN	       NaN
9.30000E+1	       NaN	       NaN	       NaN
9.40000E+1	       NaN	       NaN	       NaN
9.50000E+1	       NaN	       NaN	       NaN
9.60000E+1	       NaN	       NaN	       NaN
9.70000E+1	       NaN	       NaN	       NaN
9.80000E+1	       NaN	       NaN	       NaN
9.90000E+1	       NaN	       NaN	       NaN
1.00000E+2	       NaN	       NaN	       NaN
